AAEL012102	
AAEL012106	acetylcholine receptor protein alpha 12C 22C 32C 4 invertebrate
AAEL012094	casein kinase ii2C alpha chain cmgc group iv
AAEL012098	synaptic vesicle protein
AAEL012109	sucrose transport protein
AAEL012104	
AAEL012103	
AAEL017167	GPRHE6 GPCR HE6-like Family
AAEL012110	protease m1 zinc metalloprotease
AAEL012101	tubulin alpha chain
AAEL012107	NOS nanos
AAEL012095	26S protease regulatory subunit
AAEL012105	Zinc finger protein-like 1 homolog
AAEL012096	
AAEL012099	protease m1 zinc metalloprotease
AAEL027035	
AAEL012100	
AAEL022538	Putative bisphosphate 3-nucleotidase bpnt1inositol polyphosphate 1-phosphatase
AAEL014130	
AAEL014134	kinesin heavy chain
AAEL025713	
AAEL017048	GPRGHP4 GPCR Growth Hormone Releasing Hormone Family
AAEL012796	GPRGHP3 GPCR Growth Hormone Releasing Hormone Family
AAEL011388	
AAEL011390	mRPL9 mitochondrial ribosomal protein2C L92C putative
AAEL011377	
AAEL011381	NADH-ubiquinone oxidoreductase fe-s protein 2 ndufs2
AAEL011389	
AAEL011382	116 kda U5 small nuclear ribonucleoprotein component
AAEL013369	
AAEL011386	
AAEL011383	MAGE-41 protein2C putative
AAEL011379	coenzyme q10 biosynthesis protein
AAEL011385	
AAEL012233	
AAEL019446	
AAEL005278	sodium- and chloride-dependent neurotransmitter transporter
AAEL005279	methionyl-tRNA formyltransferase
AAEL005281	
AAEL005271	
AAEL005266	RpS14 40S ribosomal protein S14
AAEL005254	dynactin P62 subunit
AAEL005261	
AAEL011201	
AAEL019866	
AAEL011196	
AAEL011206	aminoacylase2C putative
AAEL011200	
AAEL011199	
AAEL011202	bhlhzip transcription factor bigmax
AAEL011197	actin
AAEL023161	
AAEL011198	mRpL38 mitochondrial ribosomal protein2C L382C putative
AAEL011204	xenotropic and polytropic murine leukemia virus receptor xpr1
AAEL011203	
AAEL009762	CYP307A1 cytochrome P450
AAEL009764	xaa-pro aminopeptidase
AAEL009767	
AAEL009769	
AAEL009765	cholineethanolamine kinase
AAEL009766	lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase
AAEL009763	
AAEL000250	forkhead box protein AaegFOXP
AAEL000254	nuclear factor i
AAEL000230	
AAEL019737	
AAEL000223	alpha-glucosidase
AAEL000241	
AAEL000242	voltage-gated potassium channel
AAEL000249	mitochondrial carrier protein
AAEL000247	
AAEL000231	oligopeptidase
AAEL000219	lactoylglutathione lyase
AAEL000244	alpha12C3fucosyltransferase
AAEL000251	
AAEL000239	clathrin coat assembly protein
AAEL000229	prosialokinin precursor
AAEL000243	leucine-rich transmembrane protein
AAEL000252	
AAEL021666	
AAEL023861	
AAEL005530	
