annot	freq_in_pop	freq_in_int	total_ano_in_pop	total_ano_in_int	pval	pval_adj
I-set	93	53	17435	3720	6.46378172972601e-14	8.59682970053559e-11
ABC2_membrane	20	17	17435	3720	2.22678808848936e-09	1.48081407884543e-06
Neur_chan_LBD	26	19	17435	3720	2.35247380196511e-08	1.04293005220453e-05
CRAL_TRIO	45	26	17435	3720	1.08302525471705e-07	3.60105897193418e-05
Ion_trans	43	25	17435	3720	1.60879347546414e-07	4.27939064473462e-05
Neur_chan_memb	22	16	17435	3720	3.52528247125611e-07	7.30451217650927e-05
UDPGT	34	21	17435	3720	3.84448009289961e-07	7.30451217650927e-05
Ig_3	92	41	17435	3720	4.94261408459288e-07	8.21709591563566e-05
TSP_1	17	13	17435	3720	1.84662329522598e-06	0.000272889886961173
Sterile	24	16	17435	3720	2.22956014172645e-06	0.000296531498849617
NAD_binding_4	27	17	17435	3720	3.46049016089754e-06	0.000418404719453975
Collagen	10	9	17435	3720	7.35144612336179e-06	0.000814785278672598
EGF	26	16	17435	3720	1.03416434752342e-05	0.00105802967862011
ABC_tran	58	27	17435	3720	1.61907256092361e-05	0.00153811893287743
Guanylate_kin	9	8	17435	3720	3.1151421652132e-05	0.00276209271982237
p450	152	54	17435	3720	3.80948824702075e-05	0.00316663710533599
Laminin_G_2	16	11	17435	3720	6.1090751971438e-05	0.00477945294835368
JHBP	24	14	17435	3720	8.63227977247391e-05	0.00637829560966128
SNF	19	12	17435	3720	9.64022067099033e-05	0.00674815446969323
LRR_1	15	10	17435	3720	0.000199340801241796	0.0132561632825795
PDZ	63	26	17435	3720	0.00027279145779566	0.0172767923270585
fn3	44	20	17435	3720	0.000297368933873281	0.017977303729612
Chitin_bind_4	201	64	17435	3720	0.000316806627988325	0.0183196876184553
Claudin_2	5	5	17435	3720	0.000441251430604356	0.0225717077962998
ig	5	5	17435	3720	0.000441251430604356	0.0225717077962998
NACHT	16	10	17435	3720	0.000429757550025727	0.0225717077962998
Pep_M12B_propep	9	7	17435	3720	0.000477947407177958	0.0235433352424698
CRAL_TRIO_N	7	6	17435	3720	0.000538087622515632	0.0246778116533031
Laminin_N	7	6	17435	3720	0.000538087622515632	0.0246778116533031
FERM_M	22	12	17435	3720	0.000647812306434758	0.0287196789186076
EF-hand_7	47	20	17435	3720	0.000847906159108282	0.0363779094069037
7tm_3	12	8	17435	3720	0.000916540035805454	0.0369393408370077
LRR_5	12	8	17435	3720	0.000916540035805454	0.0369393408370077
ANF_receptor	23	12	17435	3720	0.0010927190843028	0.0427445994741979
Ank_2	93	33	17435	3720	0.00116976287214834	0.0432162394432582
EcKinase	48	20	17435	3720	0.00116518788473015	0.0432162394432582
DOMON	10	7	17435	3720	0.0012983382684697	0.0454418393964395
Laminin_G_1	10	7	17435	3720	0.0012983382684697	0.0454418393964395
adh_short	66	25	17435	3720	0.00157376180705294	0.0536693129071901
ADAM_spacer1	4	4	17435	3720	0.0020698206907601	0.0539776768374693
Ank_4	30	14	17435	3720	0.00173601947164636	0.0539776768374693
Cadherin	21	11	17435	3720	0.00169218568511045	0.0539776768374693
CD36	13	8	17435	3720	0.00193728679158352	0.0539776768374693
EF-hand_6	4	4	17435	3720	0.0020698206907601	0.0539776768374693
EGF_CA	24	12	17435	3720	0.00176386090761329	0.0539776768374693
FAD-oxidase_C	4	4	17435	3720	0.0020698206907601	0.0539776768374693
Ig_2	13	8	17435	3720	0.00193728679158352	0.0539776768374693
Lipase_GDSL	4	4	17435	3720	0.0020698206907601	0.0539776768374693
PG_binding_1	4	4	17435	3720	0.0020698206907601	0.0539776768374693
PLAC	4	4	17435	3720	0.0020698206907601	0.0539776768374693
Reprolysin	8	6	17435	3720	0.00176103223475558	0.0539776768374693
Annexin	6	5	17435	3720	0.0021772707566912	0.0546371718188547
G-gamma	6	5	17435	3720	0.0021772707566912	0.0546371718188547
Ank	31	14	17435	3720	0.00255035860597182	0.0628143878878243
CH	25	12	17435	3720	0.00273901699247461	0.0650516535712719
ELO	22	11	17435	3720	0.00273655906378615	0.0650516535712719
Laminin_EGF	11	7	17435	3720	0.00291228367593489	0.0656497845592102
Lipase	41	17	17435	3720	0.00284235377800208	0.0656497845592102
Sushi	11	7	17435	3720	0.00291228367593489	0.0656497845592102
Proteasome	14	8	17435	3720	0.00367768871905384	0.0815220999390267
C2-set_2	29	13	17435	3720	0.0039026477852862	0.0850905172857484
Alpha-amylase	23	11	17435	3720	0.00424341237831253	0.0885412079012523
Peptidase_C2	9	6	17435	3720	0.00432720188991083	0.0885412079012523
PP-binding	9	6	17435	3720	0.00432720188991083	0.0885412079012523
V-set	20	10	17435	3720	0.00425994204730842	0.0885412079012523
EF-hand_8	15	8	17435	3720	0.00641681621158474	0.127378590468772
LRR_8	129	40	17435	3720	0.00639725330651174	0.127378590468772
CBM_14	101	32	17435	3720	0.009809118182326	0.148251445255609
COLFI	3	3	17435	3720	0.00970705253735004	0.148251445255609
DUF4786	3	3	17435	3720	0.00970705253735004	0.148251445255609
Eclosion	3	3	17435	3720	0.00970705253735004	0.148251445255609
