GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0006120	mitochondrial electron transport, NADH t...	29	28	3.9	7.5e-24	4.2585e-20	BP
GO:0055114	oxidation-reduction process	472	160	63.48	9.9e-11	2.81061e-07	BP
GO:0045214	sarcomere organization	24	16	3.23	2.6e-09	4.92093333333333e-06	BP
GO:0008045	motor neuron axon guidance	73	28	9.82	8.2e-08	0.000116399	BP
GO:0006099	tricarboxylic acid cycle	31	16	4.17	4.3e-07	0.000473166666666667	BP
GO:0007311	maternal specification of dorsal/ventral...	42	19	5.65	5e-07	0.000473166666666667	BP
GO:0015672	monovalent inorganic cation transport	213	55	28.65	7.6e-07	0.000616468571428571	BP
GO:0016203	muscle attachment	34	16	4.57	2.1e-06	0.001490475	BP
GO:0043161	proteasome-mediated ubiquitin-dependent ...	65	26	8.74	2.5e-06	0.00157722222222222	BP
GO:0006096	glycolytic process	10	8	1.34	3.7e-06	0.00210086	BP
GO:0006122	mitochondrial electron transport, ubiqui...	8	7	1.08	5.5e-06	0.002839	BP
GO:0019991	septate junction assembly	30	14	4.03	1e-05	0.00473166666666667	BP
GO:0007475	apposition of dorsal and ventral imagina...	17	10	2.29	1.5e-05	0.00655153846153846	BP
GO:0019226	transmission of nerve impulse	375	79	50.43	2e-05	0.0079492	BP
GO:0014866	skeletal myofibril assembly	15	12	2.02	2.1e-05	0.0079492	BP
GO:0006936	muscle contraction	21	11	2.82	2.4e-05	0.008517	BP
GO:0007268	chemical synaptic transmission	368	77	49.49	3.3e-05	0.011022	BP
GO:0030239	myofibril assembly	38	28	5.11	4e-05	0.0126177777777778	BP
GO:0035159	regulation of tube length, open tracheal...	39	15	5.24	8.2e-05	0.0245050526315789	BP
GO:0008063	Toll signaling pathway	109	33	14.66	8.9e-05	0.0252671	BP
GO:0042417	dopamine metabolic process	17	9	2.29	0.00012	0.0324457142857143	BP
GO:0034220	ion transmembrane transport	500	96	67.24	0.00013	0.0335518181818182	BP
GO:0035151	regulation of tube size, open tracheal s...	53	23	7.13	0.00014	0.0345617391304348	BP
GO:0006007	glucose catabolic process	14	8	1.88	0.00015	0.0354875	BP
GO:0030241	skeletal muscle myosin thick filament as...	6	5	0.81	0.00023	0.0522376	BP
GO:0061343	cell adhesion involved in heart morphoge...	15	8	2.02	0.00028	0.0611476923076923	BP
GO:0006123	mitochondrial electron transport, cytoch...	9	6	1.21	0.00034	0.0715007407407408	BP
GO:0006633	fatty acid biosynthetic process	27	11	3.63	0.00041	0.0831421428571429	BP
GO:0035007	regulation of melanization defense respo...	36	13	4.84	5e-04	0.0978965517241379	BP
GO:0010951	negative regulation of endopeptidase act...	41	14	5.51	6e-04	0.11356	BP
GO:0042135	neurotransmitter catabolic process	7	5	0.94	0.00072	0.12859	BP
GO:0007482	haltere development	10	6	1.34	0.00076	0.12859	BP
GO:0006032	chitin catabolic process	10	6	1.34	0.00076	0.12859	BP
GO:0007156	homophilic cell adhesion via plasma memb...	33	12	4.44	0.00077	0.12859	BP
GO:0016339	calcium-dependent cell-cell adhesion via...	29	11	3.9	0.00084	0.136272	BP
GO:0016485	protein processing	98	25	13.18	0.00095	0.149836111111111	BP
GO:0042067	establishment of ommatidial planar polar...	68	19	9.14	0.00119	0.177811052631579	BP
GO:0008039	synaptic target recognition	58	17	7.8	0.00119	0.177811052631579	BP
GO:0035310	notum cell fate specification	5	4	0.67	0.00145	0.207247	BP
GO:0008355	olfactory learning	59	17	7.93	0.00146	0.207247	BP
GO:0001838	embryonic epithelial tube formation	8	5	1.08	0.00172	0.232527619047619	BP
GO:0005977	glycogen metabolic process	8	5	1.08	0.00172	0.232527619047619	BP
GO:0006836	neurotransmitter transport	153	34	20.58	0.00184	0.242965581395349	BP
GO:0015807	L-amino acid transport	19	8	2.56	0.00199	0.256800454545455	BP
GO:0042335	cuticle development	128	33	17.21	0.00204	0.257402666666667	BP
GO:0007613	memory	87	22	11.7	0.00211	0.260447391304348	BP
GO:0050803	regulation of synapse structure or activ...	104	25	13.99	0.00233	0.2759508	BP
GO:0007229	integrin-mediated signaling pathway	3	3	0.4	0.00243	0.2759508	BP
GO:0044275	cellular carbohydrate catabolic process	3	3	0.4	0.00243	0.2759508	BP
GO:0033108	mitochondrial respiratory chain complex ...	3	3	0.4	0.00243	0.2759508	BP
GO:0042493	response to drug	176	37	23.67	0.00331	0.368513333333333	BP
GO:0007519	skeletal muscle tissue development	171	36	23	0.00364	0.394246037735849	BP
GO:0007016	cytoskeletal anchoring at plasma membran...	34	11	4.57	0.00368	0.394246037735849	BP
GO:0051153	regulation of striated muscle cell diffe...	75	19	10.09	0.00404	0.424798518518519	BP
GO:0060857	establishment of glial blood-brain barri...	13	6	1.75	0.00431	0.434317192982456	BP
GO:0042693	muscle cell fate commitment	13	6	1.75	0.00431	0.434317192982456	BP
GO:0022404	molting cycle process	30	10	4.03	0.00436	0.434317192982456	BP
GO:0042438	melanin biosynthetic process	17	7	2.29	0.00444	0.434660689655172	BP
GO:0046395	carboxylic acid catabolic process	35	11	4.71	0.00473	0.455202372881356	BP
GO:0007416	synapse assembly	134	29	18.02	0.00571	0.540356333333333	BP
GO:0007427	epithelial cell migration, open tracheal...	41	12	5.51	0.00614	0.571523278688524	BP
GO:0042048	olfactory behavior	116	32	15.6	0.00643	0.588863548387097	BP
GO:0045333	cellular respiration	86	62	11.57	0.00691	0.62277746031746	BP
GO:0007591	molting cycle, chitin-based cuticle	63	16	8.47	0.00778	0.629456809815951	BP
GO:0007155	cell adhesion	200	54	26.9	0.00783	0.629456809815951	BP
GO:0048511	rhythmic process	102	23	13.72	0.00785	0.629456809815951	BP
GO:0019732	antifungal humoral response	23	8	3.09	0.00789	0.629456809815951	BP
