start end chrom isover isunder isover_fisher_p isover_fisher_padj isunder_fisher_p isunder_fisher_padj isbias_fisher_p isbias_fisher_padj genes
31666 11162990 1 0.37 0.23 0.00458973986780118 0.0473218007059501 0.906631594617195 0.944539535855545 0.0205192903045001 0.0829090243384532 AAEL012102,AAEL012106,AAEL012094,AAEL012098,AAEL012109,AAEL012104,AAEL012103,AAEL017167,AAEL012110,AAEL012101,AAEL012107,AAEL012095,AAEL012105,AAEL012096,AAEL012099,AAEL027035,AAEL012100,AAEL022538,AAEL014130,AAEL014134,AAEL025713,AAEL017048,AAEL012796,AAEL011388,AAEL011390,AAEL011377,AAEL011381,AAEL011389,AAEL011382,AAEL013369,AAEL011383,AAEL011386,AAEL011379,AAEL011385,AAEL012233,AAEL019446,AAEL005278,AAEL005279,AAEL005281,AAEL005271,AAEL005266,AAEL005254,AAEL005261,AAEL011201,AAEL019866,AAEL011196,AAEL011206,AAEL011200,AAEL011199,AAEL011202,AAEL011197,AAEL023161,AAEL011198,AAEL011204,AAEL011203,AAEL009762,AAEL009764,AAEL009767,AAEL009769,AAEL009765,AAEL009766,AAEL009763,AAEL000250,AAEL000254,AAEL000230,AAEL019737,AAEL000223,AAEL000241,AAEL000242,AAEL000249,AAEL000247,AAEL000231,AAEL000219,AAEL000244,AAEL000251,AAEL000239,AAEL000229,AAEL000243,AAEL000252,AAEL021666,AAEL023861,AAEL005530,AAEL005531,AAEL005527,AAEL005515,AAEL005528,AAEL018059,AAEL005520,AAEL005522,AAEL005524,AAEL005521,AAEL025076,AAEL027790,AAEL005526,AAEL024086,AAEL005518,AAEL002357,AAEL002346,AAEL002321,AAEL027240,AAEL020042
229861 12912938 1 0.35 0.23 0.0138589624235073 0.0781854672571451 0.906631594617195 0.944539535855545 0.055979068662905 0.148121606462023 AAEL012107,AAEL012095,AAEL012105,AAEL012096,AAEL012099,AAEL027035,AAEL012100,AAEL022538,AAEL014130,AAEL014134,AAEL025713,AAEL017048,AAEL012796,AAEL011388,AAEL011390,AAEL011377,AAEL011381,AAEL011389,AAEL011382,AAEL013369,AAEL011383,AAEL011386,AAEL011379,AAEL011385,AAEL012233,AAEL019446,AAEL005278,AAEL005279,AAEL005281,AAEL005271,AAEL005266,AAEL005254,AAEL005261,AAEL011201,AAEL019866,AAEL011196,AAEL011206,AAEL011200,AAEL011199,AAEL011202,AAEL011197,AAEL023161,AAEL011198,AAEL011204,AAEL011203,AAEL009762,AAEL009764,AAEL009767,AAEL009769,AAEL009765,AAEL009766,AAEL009763,AAEL000250,AAEL000254,AAEL000230,AAEL019737,AAEL000223,AAEL000241,AAEL000242,AAEL000249,AAEL000247,AAEL000231,AAEL000219,AAEL000244,AAEL000251,AAEL000239,AAEL000229,AAEL000243,AAEL000252,AAEL021666,AAEL023861,AAEL005530,AAEL005531,AAEL005527,AAEL005515,AAEL005528,AAEL018059,AAEL005520,AAEL005522,AAEL005524,AAEL005521,AAEL025076,AAEL027790,AAEL005526,AAEL024086,AAEL005518,AAEL002357,AAEL002346,AAEL002321,AAEL027240,AAEL020042,AAEL002335,AAEL002348,AAEL018057,AAEL002343,AAEL019424,AAEL002331,AAEL002354,AAEL004167,AAEL019821,AAEL007657
586134 13495188 1 0.33 0.24 0.0459975524957314 0.183376909282982 1 1 0.087446265124624 0.204269009939551 AAEL025713,AAEL017048,AAEL012796,AAEL011388,AAEL011390,AAEL011377,AAEL011381,AAEL011389,AAEL011382,AAEL013369,AAEL011383,AAEL011386,AAEL011379,AAEL011385,AAEL012233,AAEL019446,AAEL005278,AAEL005279,AAEL005281,AAEL005271,AAEL005266,AAEL005254,AAEL005261,AAEL011201,AAEL019866,AAEL011196,AAEL011206,AAEL011200,AAEL011199,AAEL011202,AAEL011197,AAEL023161,AAEL011198,AAEL011204,AAEL011203,AAEL009762,AAEL009764,AAEL009767,AAEL009769,AAEL009765,AAEL009766,AAEL009763,AAEL000250,AAEL000254,AAEL000230,AAEL019737,AAEL000223,AAEL000241,AAEL000242,AAEL000249,AAEL000247,AAEL000231,AAEL000219,AAEL000244,AAEL000251,AAEL000239,AAEL000229,AAEL000243,AAEL000252,AAEL021666,AAEL023861,AAEL005530,AAEL005531,AAEL005527,AAEL005515,AAEL005528,AAEL018059,AAEL005520,AAEL005522,AAEL005524,AAEL005521,AAEL025076,AAEL027790,AAEL005526,AAEL024086,AAEL005518,AAEL002357,AAEL002346,AAEL002321,AAEL027240,AAEL020042,AAEL002335,AAEL002348,AAEL018057,AAEL002343,AAEL019424,AAEL002331,AAEL002354,AAEL004167,AAEL019821,AAEL007657,AAEL020425,AAEL007661,AAEL007662,AAEL007652,AAEL027128,AAEL017987,AAEL007648,AAEL007651,AAEL007660,AAEL007656
1293315 14939469 1 0.31 0.28 0.127033013988564 0.395654908151882 0.34703962802666 0.669450637290137 0.0345368377481539 0.108700152491558 AAEL011383,AAEL011386,AAEL011379,AAEL011385,AAEL012233,AAEL019446,AAEL005278,AAEL005279,AAEL005281,AAEL005271,AAEL005266,AAEL005254,AAEL005261,AAEL011201,AAEL019866,AAEL011196,AAEL011206,AAEL011200,AAEL011199,AAEL011202,AAEL011197,AAEL023161,AAEL011198,AAEL011204,AAEL011203,AAEL009762,AAEL009764,AAEL009767,AAEL009769,AAEL009765,AAEL009766,AAEL009763,AAEL000250,AAEL000254,AAEL000230,AAEL019737,AAEL000223,AAEL000241,AAEL000242,AAEL000249,AAEL000247,AAEL000231,AAEL000219,AAEL000244,AAEL000251,AAEL000239,AAEL000229,AAEL000243,AAEL000252,AAEL021666,AAEL023861,AAEL005530,AAEL005531,AAEL005527,AAEL005515,AAEL005528,AAEL018059,AAEL005520,AAEL005522,AAEL005524,AAEL005521,AAEL025076,AAEL027790,AAEL005526,AAEL024086,AAEL005518,AAEL002357,AAEL002346,AAEL002321,AAEL027240,AAEL020042,AAEL002335,AAEL002348,AAEL018057,AAEL002343,AAEL019424,AAEL002331,AAEL002354,AAEL004167,AAEL019821,AAEL007657,AAEL020425,AAEL007661,AAEL007662,AAEL007652,AAEL027128,AAEL017987,AAEL007648,AAEL007651,AAEL007660,AAEL007656,AAEL007650,AAEL017515,AAEL007659,AAEL007653,AAEL007658,AAEL007655,AAEL007654,AAEL027380,AAEL021365,AAEL011293
3212065 15753247 1 0.3 0.28 0.196791917909244 0.516147223288281 0.34703962802666 0.669450637290137 0.055979068662905 0.148121606462023 AAEL005266,AAEL005254,AAEL005261,AAEL011201,AAEL019866,AAEL011196,AAEL011206,AAEL011200,AAEL011199,AAEL011202,AAEL011197,AAEL023161,AAEL011198,AAEL011204,AAEL011203,AAEL009762,AAEL009764,AAEL009767,AAEL009769,AAEL009765,AAEL009766,AAEL009763,AAEL000250,AAEL000254,AAEL000230,AAEL019737,AAEL000223,AAEL000241,AAEL000242,AAEL000249,AAEL000247,AAEL000231,AAEL000219,AAEL000244,AAEL000251,AAEL000239,AAEL000229,AAEL000243,AAEL000252,AAEL021666,AAEL023861,AAEL005530,AAEL005531,AAEL005527,AAEL005515,AAEL005528,AAEL018059,AAEL005520,AAEL005522,AAEL005524,AAEL005521,AAEL025076,AAEL027790,AAEL005526,AAEL024086,AAEL005518,AAEL002357,AAEL002346,AAEL002321,AAEL027240,AAEL020042,AAEL002335,AAEL002348,AAEL018057,AAEL002343,AAEL019424,AAEL002331,AAEL002354,AAEL004167,AAEL019821,AAEL007657,AAEL020425,AAEL007661,AAEL007662,AAEL007652,AAEL027128,AAEL017987,AAEL007648,AAEL007651,AAEL007660,AAEL007656,AAEL007650,AAEL017515,AAEL007659,AAEL007653,AAEL007658,AAEL007655,AAEL007654,AAEL027380,AAEL021365,AAEL011293,AAEL027190,AAEL011289,AAEL011288,AAEL011287,AAEL011292,AAEL012217,AAEL022631,AAEL004193,AAEL004195,AAEL004163
3559832 16474428 1 0.32 0.26 0.0782535176667769 0.278545259313885 0.638232281324395 0.836980053140325 0.055979068662905 0.148121606462023 AAEL011197,AAEL023161,AAEL011198,AAEL011204,AAEL011203,AAEL009762,AAEL009764,AAEL009767,AAEL009769,AAEL009765,AAEL009766,AAEL009763,AAEL000250,AAEL000254,AAEL000230,AAEL019737,AAEL000223,AAEL000241,AAEL000242,AAEL000249,AAEL000247,AAEL000231,AAEL000219,AAEL000244,AAEL000251,AAEL000239,AAEL000229,AAEL000243,AAEL000252,AAEL021666,AAEL023861,AAEL005530,AAEL005531,AAEL005527,AAEL005515,AAEL005528,AAEL018059,AAEL005520,AAEL005522,AAEL005524,AAEL005521,AAEL025076,AAEL027790,AAEL005526,AAEL024086,AAEL005518,AAEL002357,AAEL002346,AAEL002321,AAEL027240,AAEL020042,AAEL002335,AAEL002348,AAEL018057,AAEL002343,AAEL019424,AAEL002331,AAEL002354,AAEL004167,AAEL019821,AAEL007657,AAEL020425,AAEL007661,AAEL007662,AAEL007652,AAEL027128,AAEL017987,AAEL007648,AAEL007651,AAEL007660,AAEL007656,AAEL007650,AAEL017515,AAEL007659,AAEL007653,AAEL007658,AAEL007655,AAEL007654,AAEL027380,AAEL021365,AAEL011293,AAEL027190,AAEL011289,AAEL011288,AAEL011287,AAEL011292,AAEL012217,AAEL022631,AAEL004193,AAEL004195,AAEL004163,AAEL004155,AAEL004169,AAEL004180,AAEL004179,AAEL027428,AAEL027919,AAEL011361,AAEL011359,AAEL024248,AAEL011355
4199935 17426858 1 0.31 0.29 0.127033013988564 0.395654908151882 0.23987684961375 0.539272015297078 0.0205192903045001 0.0829090243384532 AAEL009766,AAEL009763,AAEL000250,AAEL000254,AAEL000230,AAEL019737,AAEL000223,AAEL000241,AAEL000242,AAEL000249,AAEL000247,AAEL000231,AAEL000219,AAEL000244,AAEL000251,AAEL000239,AAEL000229,AAEL000243,AAEL000252,AAEL021666,AAEL023861,AAEL005530,AAEL005531,AAEL005527,AAEL005515,AAEL005528,AAEL018059,AAEL005520,AAEL005522,AAEL005524,AAEL005521,AAEL025076,AAEL027790,AAEL005526,AAEL024086,AAEL005518,AAEL002357,AAEL002346,AAEL002321,AAEL027240,AAEL020042,AAEL002335,AAEL002348,AAEL018057,AAEL002343,AAEL019424,AAEL002331,AAEL002354,AAEL004167,AAEL019821,AAEL007657,AAEL020425,AAEL007661,AAEL007662,AAEL007652,AAEL027128,AAEL017987,AAEL007648,AAEL007651,AAEL007660,AAEL007656,AAEL007650,AAEL017515,AAEL007659,AAEL007653,AAEL007658,AAEL007655,AAEL007654,AAEL027380,AAEL021365,AAEL011293,AAEL027190,AAEL011289,AAEL011288,AAEL011287,AAEL011292,AAEL012217,AAEL022631,AAEL004193,AAEL004195,AAEL004163,AAEL004155,AAEL004169,AAEL004180,AAEL004179,AAEL027428,AAEL027919,AAEL011361,AAEL011359,AAEL024248,AAEL011355,AAEL011353,AAEL011354,AAEL021866,AAEL011352,AAEL011362,AAEL011356,AAEL011357,AAEL021736,AAEL013847,AAEL004824
6546862 17788389 1 0.29 0.28 0.291129909376295 0.626243474125986 0.34703962802666 0.669450637290137 0.087446265124624 0.204269009939551 AAEL000247,AAEL000231,AAEL000219,AAEL000244,AAEL000251,AAEL000239,AAEL000229,AAEL000243,AAEL000252,AAEL021666,AAEL023861,AAEL005530,AAEL005531,AAEL005527,AAEL005515,AAEL005528,AAEL018059,AAEL005520,AAEL005522,AAEL005524,AAEL005521,AAEL025076,AAEL027790,AAEL005526,AAEL024086,AAEL005518,AAEL002357,AAEL002346,AAEL002321,AAEL027240,AAEL020042,AAEL002335,AAEL002348,AAEL018057,AAEL002343,AAEL019424,AAEL002331,AAEL002354,AAEL004167,AAEL019821,AAEL007657,AAEL020425,AAEL007661,AAEL007662,AAEL007652,AAEL027128,AAEL017987,AAEL007648,AAEL007651,AAEL007660,AAEL007656,AAEL007650,AAEL017515,AAEL007659,AAEL007653,AAEL007658,AAEL007655,AAEL007654,AAEL027380,AAEL021365,AAEL011293,AAEL027190,AAEL011289,AAEL011288,AAEL011287,AAEL011292,AAEL012217,AAEL022631,AAEL004193,AAEL004195,AAEL004163,AAEL004155,AAEL004169,AAEL004180,AAEL004179,AAEL027428,AAEL027919,AAEL011361,AAEL011359,AAEL024248,AAEL011355,AAEL011353,AAEL011354,AAEL021866,AAEL011352,AAEL011362,AAEL011356,AAEL011357,AAEL021736,AAEL013847,AAEL004824,AAEL013894,AAEL004809,AAEL018005,AAEL015150,AAEL015149,AAEL003353,AAEL027719,AAEL028238,AAEL016969,AAEL025363
8502439 18439065 1 0.26 0.3 0.641268371101524 0.815911672167471 0.158554634532189 0.478867027526509 0.131762950055138 0.275504350115289 AAEL023861,AAEL005530,AAEL005531,AAEL005527,AAEL005515,AAEL005528,AAEL018059,AAEL005520,AAEL005522,AAEL005524,AAEL005521,AAEL025076,AAEL027790,AAEL005526,AAEL024086,AAEL005518,AAEL002357,AAEL002346,AAEL002321,AAEL027240,AAEL020042,AAEL002335,AAEL002348,AAEL018057,AAEL002343,AAEL019424,AAEL002331,AAEL002354,AAEL004167,AAEL019821,AAEL007657,AAEL020425,AAEL007661,AAEL007662,AAEL007652,AAEL027128,AAEL017987,AAEL007648,AAEL007651,AAEL007660,AAEL007656,AAEL007650,AAEL017515,AAEL007659,AAEL007653,AAEL007658,AAEL007655,AAEL007654,AAEL027380,AAEL021365,AAEL011293,AAEL027190,AAEL011289,AAEL011288,AAEL011287,AAEL011292,AAEL012217,AAEL022631,AAEL004193,AAEL004195,AAEL004163,AAEL004155,AAEL004169,AAEL004180,AAEL004179,AAEL027428,AAEL027919,AAEL011361,AAEL011359,AAEL024248,AAEL011355,AAEL011353,AAEL011354,AAEL021866,AAEL011352,AAEL011362,AAEL011356,AAEL011357,AAEL021736,AAEL013847,AAEL004824,AAEL013894,AAEL004809,AAEL018005,AAEL015150,AAEL015149,AAEL003353,AAEL027719,AAEL028238,AAEL016969,AAEL025363,AAEL013844,AAEL013842,AAEL013840,AAEL026649,AAEL013839,AAEL024429,AAEL024616,AAEL013841,AAEL012718,AAEL014201
9064698 19429832 1 0.24 0.29 1 1 0.23987684961375 0.539272015297078 0.366383846080461 0.561788563990041 AAEL005521,AAEL025076,AAEL027790,AAEL005526,AAEL024086,AAEL005518,AAEL002357,AAEL002346,AAEL002321,AAEL027240,AAEL020042,AAEL002335,AAEL002348,AAEL018057,AAEL002343,AAEL019424,AAEL002331,AAEL002354,AAEL004167,AAEL019821,AAEL007657,AAEL020425,AAEL007661,AAEL007662,AAEL007652,AAEL027128,AAEL017987,AAEL007648,AAEL007651,AAEL007660,AAEL007656,AAEL007650,AAEL017515,AAEL007659,AAEL007653,AAEL007658,AAEL007655,AAEL007654,AAEL027380,AAEL021365,AAEL011293,AAEL027190,AAEL011289,AAEL011288,AAEL011287,AAEL011292,AAEL012217,AAEL022631,AAEL004193,AAEL004195,AAEL004163,AAEL004155,AAEL004169,AAEL004180,AAEL004179,AAEL027428,AAEL027919,AAEL011361,AAEL011359,AAEL024248,AAEL011355,AAEL011353,AAEL011354,AAEL021866,AAEL011352,AAEL011362,AAEL011356,AAEL011357,AAEL021736,AAEL013847,AAEL004824,AAEL013894,AAEL004809,AAEL018005,AAEL015150,AAEL015149,AAEL003353,AAEL027719,AAEL028238,AAEL016969,AAEL025363,AAEL013844,AAEL013842,AAEL013840,AAEL026649,AAEL013839,AAEL024429,AAEL024616,AAEL013841,AAEL012718,AAEL014201,AAEL014198,AAEL012717,AAEL026743,AAEL008299,AAEL021318,AAEL025198,AAEL020941,AAEL015411,AAEL026955,AAEL019787
